title,category,slug,code_rome,salaire_median_annuel,salaire_median_horaire,niveau_education,nombre_demandeurs,nombre_offres,tension_pct,tension_desc,description,url
Agent / Agente de production en industrie alimentaire,industrie,agent-agente-de-production-en-industrie-alimentaire,H2105,,,Bac (Baccalauréat),25110,84370,4,Favorable,L'Agent de production en industrie alimentaire transforme les matières premières en produits agroalimentaires.\nContrôle la qualité des matières premières et des produits finis\nRéalise des opérations,https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=H2105
Assembleur / Assembleuse d'ouvrages en bois,industrie,assembleur-assembleuse-d-ouvrages-en-bois,H2201,26790,16.67,CAP/BEP,1070,5370,4,Favorable,"Assemble en série des ouvrages ou des éléments d'ouvrages en bois et matériaux associés (sièges, éléments de charpente, panneaux, placages, ...) à partir de pièces usinées ou débitées selon les règles",https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=H2201
Conducteur / Conductrice de machines à bois,industrie,conducteur-conductrice-de-machines-a-bois,H2202,26790,16.67,Bac (Baccalauréat),1180,14910,4,Favorable,"Règle, surveille et régule une ou plusieurs machines (conventionnelles, à commande numérique ou automatisées) de fabrication (usinage, montage, finition, ...) de produits en bois et matériaux associés",https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=H2202
Machiniste en fabrications de panneaux de bois,industrie,machiniste-en-fabrications-de-panneaux-de-bois,H2203,31266,19.46,CAP/BEP,140,1940,3,Neutre,"Règle, surveille et régule une ou plusieurs machine(s)/installation(s) simple(s) ou complexe(s) de fabrication (préparation des matières, conformation, pressage, ...) de panneaux à base de bois (agglo",https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=H2203
Contremaître / Contremaîtresse en menuiserie,industrie,contremaitre-contremaitresse-en-menuiserie,H2204,36936,22.98,Bac (Baccalauréat),330,3340,4,Favorable,Organise l'activité d'une ou de plusieurs équipe(s) d'opérateurs et de conducteurs de machines de transformation du bois et effectue le suivi de la fabrication selon les règles de sécurité et les impé,https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=H2204
Ouvrier / Ouvrière de scierie,industrie,ouvrier-ouvriere-de-scierie,H2205,26790,16.67,CAP/BEP,330,3320,4,Favorable,"Réalise des opérations de débit (sciage de tête, de reprise, ...) ou de triage (classement qualitatif, dimensionnel) de bois d'essences diverses selon les règles de sécurité et les impératifs de produ",https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=H2205
Menuisier / Menuisière,industrie,menuisier-menuisiere,H2206,26178,16.29,Bac+2 (BTS/DUT),12080,54240,5,Très favorable,"Le Menuisier, à la fois technicien et créatif, façonne des pièces de bois et assemble des ouvrages sur mesure.\nConçoit et réalise des ouvrages en bois à partir de plans pour l'aménagement intérieur e",https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=H2206
Ebéniste,industrie,ebeniste,H2207,25056,15.59,Bac+3 (Licence),3710,3310,4,Favorable,"L'ébéniste fabrique et restaure des meubles avec art et précision, valorisant ainsi le patrimoine mobilier.\nConçoit et réalise des meubles sur mesure ou en série\nRestaure des meubles anciens en prés",https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=H2207
Façonnier / Façonnière d'ouvrages décoratifs en bois et matériaux associés,industrie,faconnier-faconniere-d-ouvrages-decoratifs-en-bois-et-materiaux-associes,H2208,25056,15.59,Bac (Baccalauréat),490,170,4,Favorable,Le Façonnier d'ouvrages décoratifs en bois et matériaux associés conçoit et réalise des pièces en bois et matériaux divers selon les demandes spécifiques des clients.\nSélectionne le bois et les matér,https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=H2208
Dessinateur / Dessinatrice de structures en bois,industrie,dessinateur-dessinatrice-de-structures-en-bois,H2209,36936,22.98,Bac+3 (Licence),600,4920,4,Favorable,"Le Dessinateur de structures en bois conçoit et dessine les plans de structures en bois selon les spécifications du projet.\nElabore des solutions techniques, fonctionnelles et esthétiques en respecta",https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=H2209
Tonnelier / Tonnelière,industrie,tonnelier-tonneliere,H2210,26706,16.62,CAP/BEP,120,270,5,Très favorable,"Le Tonnelier, artisan de tradition et partenaire des vignerons, façonne des fûts en bois destinés à l'élaboration et la conservation des vins et alcools.\nSélectionne et prépare les bois nécessaires à",https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=H2210
Opérateur / Opératrice de sciage bois,industrie,operateur-operatrice-de-sciage-bois,H2211,26790,16.67,CAP/BEP,100,1000,4,Favorable,L'opérateur de sciage bois est un spécialiste de la coupe du bois.\nTransforme des grumes en bois débité selon les spécifications requises\nContrôle la qualité du bois et assure le respect des normes ,https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=H2211
Technicien / Technicienne de fabrication en industrie du bois,industrie,technicien-technicienne-de-fabrication-en-industrie-du-bois,H2212,,,Bac+3 (Licence),130,1430,4,Favorable,Le technicien de fabrication en industrie du bois supervise et participe aux différentes étapes de la production des produits en bois au sein d'une usine ou d'un atelier.\nConçoit et optimise des plan,https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=H2212
Menuisier / Menuisière en construction nautique,industrie,menuisier-menuisiere-en-construction-nautique,H2213,,,Bac+2 (BTS/DUT),100,960,5,Très favorable,Le Menuisier en construction nautique réalise les aménagements en bois et matériaux composites des bateaux de plaisance contribuant à leur fonctionnalité et esthétique.\nFabrique les éléments selon le,https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=H2213
Mérandier / Mérandière,industrie,merandier-merandiere,H2214,,,Bac (Baccalauréat),,,4,Favorable,"Le Mérandier fabrique des merrains, pièces de bois fendues spécifiques utilisées principalement pour la fabrication de tonneaux et de barriques destinées au vieillissement du vin et des spiritueux.\nF",https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=H2214
Caissier / Caissière de l'emballage industriel,industrie,caissier-caissiere-de-l-emballage-industriel,H2215,,,CAP/BEP,40,500,4,Favorable,Le caissier de l’emballage industriel est chargé de la fabrication de la caisse dans le respect des règles et des modes opératoires. \nUtilise différents types de machines et outillages portatifs pour,https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=H2215
Conducteur / Conductrice de ligne en industrie chimique,industrie,conducteur-conductrice-de-ligne-en-industrie-chimique,H2301,32124,19.99,Bac (Baccalauréat),1140,3330,3,Neutre,Un conducteur de ligne en industrie chimique est responsable de la gestion et de l’optimisation d'une ligne de production dans une usine chimique.\nSupervise et contrôle le bon fonctionnement des inst,https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=H2301
Conducteur / Conductrice de procédé de fabrication en industrie pharmaceutique,industrie,conducteur-conductrice-de-procede-de-fabrication-en-industrie-pharmaceutique,H2302,32124,19.99,Bac+5 (Master/Ingénieur),1030,2760,3,Neutre,"Le conducteur de procédé de fabrication supervise, contrôle les étapes de production pour garantir l'efficacité ainsi que la qualité des produits, et réalise des interventions techniques de premier ni",https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=H2302
Opérateur / Opératrice de fabrication en industrie pharmaceutique,industrie,operateur-operatrice-de-fabrication-en-industrie-pharmaceutique,H2303,32124,19.99,Bac+2 (BTS/DUT),2710,4220,3,Neutre,"L'Opérateur(rice) de fabrication en industrie pharmaceutique supervise et exécute les étapes de production des médicaments, en respectant les normes de qualité et de sécurité.\nAssure la préparation e",https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=H2303
Opérateur / Opératrice de fabrication des industries chimiques,industrie,operateur-operatrice-de-fabrication-des-industries-chimiques,H2304,,,Bac+2 (BTS/DUT),1360,8750,3,Neutre,L'Opérateur de fabrication des industries chimiques intervient dans la transformation et la production de substances chimiques.\nSurveille et régule une installation de transformation chimique ou phar,https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=H2304
"Opérateur / Opératrice de fabrication industrie des cuirs, peaux et matériaux associés",industrie,operateur-operatrice-de-fabrication-industrie-des-cuirs-peaux-et-materiaux-associes,H2401,25458,15.84,CAP/BEP,1470,7080,3,Neutre,"Un Opérateur/ Une Opératrice de fabrication dans l'industrie des cuirs, peaux et matériaux transforme les matières premières en produits finis.\nTransforme les cuirs et peaux en produits finis selon l",https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=H2401
Couturier industriel / Couturière industrielle de l'habillement,industrie,couturier-industriel-couturiere-industrielle-de-l-habillement,H2402,25458,15.84,CAP/BEP,1430,6770,4,Favorable,Le Couturier industriel de l'habillement réalise des opérations de montage et d’assemblage d’articles textiles ou en matériau souple sur une chaîne de production\nUtilise des machines industrielles po,https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=H2402
Conducteur / Conductrice de machines de fabrication de produits textiles,industrie,conducteur-conductrice-de-machines-de-fabrication-de-produits-textiles,H2403,25458,15.84,Bac (Baccalauréat),290,2000,3,Neutre,"Le Conducteur de machines de fabrication de produits textiles veille au bon fonctionnement des équipements de production textile tels que tissage, tricotage, bonneterie, qu’ils soient automatisés ou m",https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=H2403
Conducteur / Conductrice de machine de production et transformation des fils,industrie,conducteur-conductrice-de-machine-de-production-et-transformation-des-fils,H2404,25458,15.84,Bac (Baccalauréat),80,3230,4,Favorable,"Le Conducteur de machines de production et de transformation des fils intervient dans les opérations de filature, de texturation, d’étirage, de retordage ou de conditionnement des fils. Il travaille s",https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=H2404
Conducteur / Conductrice de ligne de production de textiles non-tissés,industrie,conducteur-conductrice-de-ligne-de-production-de-textiles-non-tisses,H2405,25458,15.84,Bac (Baccalauréat),60,350,3,Neutre,Le Conducteur de ligne de production de textiles non-tissés pilote l’ensemble des opérations nécessaires à la transformation des matières premières en produits textiles non-tissés obtenus sans tissage,https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=H2405
Conducteur / Conductrice de machines de traitement textile,industrie,conducteur-conductrice-de-machines-de-traitement-textile,H2406,25458,15.84,Bac+2 (BTS/DUT),90,680,3,Neutre,"Le Conducteur de machines de traitement textile pilote une ou plusieurs machines destinées aux opérations de traitement des textiles, visant à améliorer leur aspect, leur toucher ou leurs propriétés f",https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=H2406
Opérateur / Opératrice sur machine de transformation et de finition des cuirs et peaux,industrie,operateur-operatrice-sur-machine-de-transformation-et-de-finition-des-cuirs-et-peaux,H2407,25458,15.84,Bac (Baccalauréat),100,910,3,Neutre,"Un Opérateur/ Une Opératrice sur machine de transformation et de finition des cuirs et peaux utilise et surveille les équipements pour transformer, traiter et finir les cuirs et peaux, selon les spéci",https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=H2407
Imprimeur / Imprimeuse textile,industrie,imprimeur-imprimeuse-textile,H2408,25458,15.84,CAP/BEP,140,350,3,Neutre,"L’Imprimeur textile est spécialisé dans l’application de motifs, de dessins, de logos ou de couleurs sur des supports textiles, à l’aide de procédés d’impression.\nContribue à façonner l’identité visu",https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=H2408
Coupeur / Coupeuse en industrie textile et matériaux souples,industrie,coupeur-coupeuse-en-industrie-textile-et-materiaux-souples,H2409,25458,15.84,Bac (Baccalauréat),260,1460,3,Neutre,"Le Coupeur en industrie textile et matériaux souples découpe, manuellement ou à l’aide de machines traditionnelles ou numériques, des textiles, cuirs, mousses ou autres matériaux souples, selon des ga",https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=H2409
Opérateur / Opératrice de finition en industrie du textile,industrie,operateur-operatrice-de-finition-en-industrie-du-textile,H2410,25458,15.84,Bac+2 (BTS/DUT),110,570,3,Neutre,"L'Opérateur de finition en industrie textile intervient à la fin du processus de fabrication des textiles.\nApporte les dernières touches au produit textile, afin de corriger les défauts, assurer sa q",https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=H2410
Monteur / Monteuse prototypiste cuir et matériaux souples,industrie,monteur-monteuse-prototypiste-cuir-et-materiaux-souples,H2411,25458,15.84,Bac+2 (BTS/DUT),250,1180,3,Neutre,"Le Monteur / Monteuse prototypiste cuir et matériaux souples, crée des prototypes et échantillons en cuir et matériaux souples selon des spécifications techniques.\nConçoit et réalise des prototypes e",https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=H2411
Patronnier / Patronnière,industrie,patronnier-patronniere,H2412,31734,19.75,Bac+3 (Licence),100,260,3,Neutre,"Le Patronnier réalise sur des logiciels informatiques, à partir d’un patron de base, la déclinaison taille par taille d’un article textile.\nRespecte les normes de fabrication, la normalisation des ta",https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=H2412
Opérateur / Opératrice de préparation en industrie textile,industrie,operateur-operatrice-de-preparation-en-industrie-textile,H2413,25458,15.84,CAP/BEP,110,1120,3,Neutre,"Prépare manuellement ou à l'aide de machines les fils (bobinage, pressage, ourdissage, ...), le garnissage ou le montage d'un ou plusieurs métiers de tissage ou de dentelle selon les règles de sécurit",https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=H2413
"Opérateur / Opératrice de préparation ou de finition sur articles de cuirs, peaux ou matériaux associés",industrie,operateur-operatrice-de-preparation-ou-de-finition-sur-articles-de-cuirs-peaux-ou-materiaux-associes,H2414,25458,15.84,CAP/BEP,40,490,3,Neutre,"Réalise des opérations de préparation de pièces avant montage/assemblage, de finition sur des articles en cuir ou autres matériaux souples (peaux, chaussures, maroquinerie, gants, ...) manuellement ou",https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=H2414
Contrôleur / Contrôleuse en industrie textile,industrie,controleur-controleuse-en-industrie-textile,H2415,25458,15.84,Bac+3 (Licence),300,1230,3,Neutre,Le Contrôleur qualité en industrie textile veille à la conformité des produits textiles tout au long de la fabrication ou en fin de production\nMet en place les contrôles nécessaires en s’appuyant sur,https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=H2415
Gainier industriel / Gainière industrielle,industrie,gainier-industriel-gainiere-industrielle,H2416,26532,16.51,Bac (Baccalauréat),,10,3,Neutre,"Le Gainier/ La Gainière industriel(le) est un(e) artisan(e) du détail et de la précision, façonne des articles de luxe.\nConçoit et réalise des articles en cuir et matériaux souples de haute qualité\n",https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=H2416
Chef / Cheffe de rame textile,industrie,chef-cheffe-de-rame-textile,H2417,26532,16.51,Bac+2 (BTS/DUT),,20,3,Neutre,"Le Chef de rame textile pilote une machine de traitement en continu destinée à transformer et ennoblir les textiles tels que teinture, séchage, thermofixation.\nPrépare l’installation selon l’ordre de",https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=H2417
Opérateur / Opératrice sur machine de production et transformation des fils,industrie,operateur-operatrice-sur-machine-de-production-et-transformation-des-fils,H2418,25458,15.84,Bac+2 (BTS/DUT),90,1370,4,Favorable,L'Opérateur(rice) sur machine de production et transformation des fils règle et surveille les machines utilisées pour produire et transformer des fils textiles.\nSupervise et contrôle le processus de ,https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=H2418
Passementier / Passementière en industrie textile,industrie,passementier-passementiere-en-industrie-textile,H2419,26532,16.51,Bac+2 (BTS/DUT),,,4,Favorable,"Le/ La Passementier(ière) en industrie textile fabrique et assemble des garnitures décoratives pour des applications textiles.\nConçoit et réalise des ornements textiles tels que galons, franges, et p",https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=H2419
Repasseur / Repasseuse en industrie textile et de l'habillement,industrie,repasseur-repasseuse-en-industrie-textile-et-de-l-habillement,H2420,25458,15.84,Bac (Baccalauréat),80,340,3,Neutre,"Le/ La Repasseur(euse) en industrie textile et de l'habillement, un artisan du détail qui sublime les finitions des vêtements.\nTraite et repasse les vêtements pour enlever les plis et améliorer l'asp",https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=H2420
Opérateur / Opératrice de fabrication de produits textiles,industrie,operateur-operatrice-de-fabrication-de-produits-textiles,H2421,25458,15.84,Bac+2 (BTS/DUT),20,360,3,Neutre,L'Opérateur(rice) de fabrication de produits textiles surveille et contrôle les machines pour produire divers textiles.\nOpère sur des machines destinées à la fabrication de produits textiles selon le,https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=H2421
Tapissier industriel / Tapissière industrielle,industrie,tapissier-industriel-tapissiere-industrielle,H2422,25458,15.84,Bac (Baccalauréat),10,60,3,Neutre,"Le tapissier industriel / La tapissière industrielle, un(e) artisan(e) du confort et de l'esthétique, façonne l'intérieur de nos espaces de vie et de travail.\nConçoit et réalise des garnitures et des",https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=H2422
Mécanicien / Mécanicienne industrie textile et de l'habillement,industrie,mecanicien-mecanicienne-industrie-textile-et-de-l-habillement,H2423,25458,15.84,Bac+2 (BTS/DUT),910,2680,4,Favorable,Technicien(ne) qualifié(e) dans la couture industrielle qui maîtrise l'utilisation de diverses machines à coudre et équipements de production textile. \nLit et interprète les patrons de couture et les,https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=H2423
Chef / Cheffe de ligne chromo en industrie textile,industrie,chef-cheffe-de-ligne-chromo-en-industrie-textile,H2424,26532,16.51,Bac+2 (BTS/DUT),,30,3,Neutre,Le / La Chef(e) de ligne chromo en industrie textile supervise et coordonne les opérations de teinture et d'impression sur les tissus.\nSupervise et coordonne l'activité de production sur une ligne de,https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=H2424
Fileur / Fileuse en industrie textile,industrie,fileur-fileuse-en-industrie-textile,H2425,25458,15.84,Bac+2 (BTS/DUT),20,20,3,Neutre,Le Fileur / La Fileuse en industrie textile transforme les fibres en fils à l'aide de machines spécialisées.\nOpère sur des machines destinées à transformer les fibres textiles en fils ou en tissus\nC,https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=H2425
Chef / Cheffe d'équipe en atelier de coupe,industrie,chef-cheffe-d-equipe-en-atelier-de-coupe,H2426,26532,16.51,Bac (Baccalauréat),10,200,3,Neutre,Le / La Chef(fe) d'équipe en atelier de coupe orchestre avec précision et efficacité les opérations de coupe.\nSupervise et coordonne les activités de coupe de tissus selon les commandes et les spécif,https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=H2426
Effileur / Effileuse en dentelles,industrie,effileur-effileuse-en-dentelles,H2427,26532,16.51,CAP/BEP,,,3,Neutre,L'Effileur / Effileuse en dentelles est responsable de la finition des dentelles en enlevant les excès de fil et en assurant la qualité du produit final.\nRéalise des finitions et des ajustements sur ,https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=H2427
Chef / Cheffe d'atelier production électricité-électronique,industrie,chef-cheffe-d-atelier-production-electricite-electronique,H2501,38604,24.02,Bac+2 (BTS/DUT),190,2110,5,Très favorable,"Organise l'activité d'une ou de plusieurs équipes d'opérateurs et de conducteurs de machines ou de lignes de production de matériels électriques, électroniques. Effectue le suivi de la fabrication sel",https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=H2501
Responsable d'unité de production industrielle,industrie,responsable-d-unite-de-production-industrielle,H2502,69120,43.01,Bac+5 (Master/Ingénieur),5510,55940,5,Très favorable,"Organise, optimise et supervise des moyens et des procédés de fabrication, dans un objectif de production de biens ou de produits, selon des impératifs de sécurité, environnement, qualité, coûts, déla",https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=H2502
Responsable d'îlot de production,industrie,responsable-d-ilot-de-production,H2503,46440,28.90,Bac+2 (BTS/DUT),890,14530,5,Très favorable,"Supervise et optimise la production d'une unité élémentaire dans une étape de fabrication d'un site industriel, selon les règles de sécurité et les impératifs de production (qualité, délais, quantité,",https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=H2503
Chef / Cheffe d'équipe en industrie,industrie,chef-cheffe-d-equipe-en-industrie,H2504,37752,23.49,Bac+2 (BTS/DUT),2150,24690,5,Très favorable,"Organise l'activité d'une ou plusieurs équipes d'opérateurs et de conducteurs de machines ou de lignes de transformation de matière en produit (alimentaire, chimique, plastique, ...) ou en production ",https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=H2504
Chef / Cheffe d'équipe et d'atelier textile,industrie,chef-cheffe-d-equipe-et-d-atelier-textile,H2505,36936,22.98,Bac+2 (BTS/DUT),280,1700,3,Neutre,Le Chef d’équipe et d’atelier textile encadre et coordonne le travail des opérateurs ou conducteurs d’équipements dans les différentes étapes de la production textile.\nVeille au respect des normes de,https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=H2505
Chef / Cheffe de production en industrie agroalimentaire,industrie,chef-cheffe-de-production-en-industrie-agroalimentaire,H2506,44508,27.70,Bac+5 (Master/Ingénieur),410,5550,5,Très favorable,Le/ La Chef(fe) de production en industrie agroalimentaire orchestre la fabrication des produits alimentaires avec expertise et rigueur.\nSupervise et coordonne les opérations de production pour garan,https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=H2506
Responsable de ligne de production industrielle,industrie,responsable-de-ligne-de-production-industrielle,H2507,69120,43.01,Bac+5 (Master/Ingénieur),2800,46530,5,Très favorable,Le / La Responsable de ligne de production industrielle orchestre avec précision le flux de production pour garantir efficacité et qualité.\nSupervise et optimise le fonctionnement de la ligne de prod,https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=H2507
Ingénieur / Ingénieure exploitation nucléaire,industrie,ingenieur-ingenieure-exploitation-nucleaire,H2508,69120,43.01,Bac+5 (Master/Ingénieur),40,300,5,Très favorable,L'Ingénieur(e) en exploitation nucléaire joue un rôle crucial dans la gestion et la sécurité des centrales nucléaires.\nSupervise la conduite des réacteurs nucléaires en garantissant la sécurité et le,https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=H2508
Ingénieur / Ingénieure de fonderie ou de forge,industrie,ingenieur-ingenieure-de-fonderie-ou-de-forge,H2509,,,Bac+5 (Master/Ingénieur),10,260,5,Très favorable,"L'ingénieur de fonderie ou de forge assure la conception, la production de composants métalliques et leur transformation.\nConçoit des processus de fabrication pour optimiser la production de pièces m",https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=H2509
Directeur / Directrice de production industrielle,industrie,directeur-directrice-de-production-industrielle,H2510,,,Bac+5 (Master/Ingénieur),1880,9650,5,Très favorable,Le directeur de production industrielle assure la fabrication de produits en optimisant les processus et les ressources.\nSupervise et coordonne l'ensemble des activités de production pour atteindre l,https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=H2510
Bobinier / Bobinière en électricité,industrie,bobinier-bobiniere-en-electricite,H2601,27984,17.41,CAP/BEP,120,1580,5,Très favorable,"Professionnel(le) spécialisé(e) dans la fabrication, l'assemblage et la réparation des enroulements de fils de cuivre ou d'autres matériaux conducteurs dans des appareils électriques tels que les mote",https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=H2601
Câbleur / Câbleuse d'armoires,industrie,cableur-cableuse-d-armoires,H2602,27984,17.41,CAP/BEP,4090,52250,5,Très favorable,"Monte des éléments électriques ou électromécaniques à l'intérieur d'armoires, d'équipements, de matériels ou sur divers supports (châssis, tableaux, ...). Procède à leur connexion selon les règles de ",https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=H2602
Opérateur / Opératrice sur machines automatisées en production électrique,industrie,operateur-operatrice-sur-machines-automatisees-en-production-electrique,H2603,27984,17.41,Bac (Baccalauréat),2230,9690,4,Favorable,"Surveille et régule une ou plusieurs machine(s) de fabrication automatisée(s) de produits électriques, électroniques ou microélectroniques. Intervient selon les règles de sécurité et les impératifs de",https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=H2603
Assembleur / Assembleuse en produits électriques et électroniques,industrie,assembleur-assembleuse-en-produits-electriques-et-electroniques,H2604,27984,17.41,CAP/BEP,1330,11510,4,Favorable,"Monte tout ou partie de matériels électriques, électromécaniques ou électroniques à l'aide d'outils manuels ou de machines semi-automatiques. Intervient selon les règles de sécurité et les impératifs ",https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=H2604
Monteur-câbleur / Monteuse-câbleuse en électronique,industrie,monteur-cableur-monteuse-cableuse-en-electronique,H2605,27984,17.41,Bac (Baccalauréat),1560,15740,5,Très favorable,"Réalise manuellement ou au moyen de machines de production, l'insertion, la pose et le câblage de composants électroniques et électriques sur des cartes électroniques, circuits imprimés, châssis, ... ",https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=H2605
Monteur-bobinier / Monteuse-bobinière en électricité,industrie,monteur-bobinier-monteuse-bobiniere-en-electricite,H2606,27000,16.80,Bac (Baccalauréat),10,310,5,Très favorable,"Le Monteur-bobinier en électricité, un professionnel essentiel à la fabrication et à la réparation de composants électriques.\nRéalise des bobinages électriques pour moteurs, transformateurs et autres",https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=H2606
Chef / Cheffe d'atelier de bobinage électrique,industrie,chef-cheffe-d-atelier-de-bobinage-electrique,H2607,28968,18.03,Bac+3 (Licence),,80,5,Très favorable,"Le Chef d'équipe d'atelier de bobinage en électricité, un rôle clé dans la gestion et la supervision des opérations électriques.\nSupervise et coordonne les activités de l'atelier de bobinage électriq",https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=H2607
Bobinier / Bobinière en matériels électroniques,industrie,bobinier-bobiniere-en-materiels-electroniques,H2608,27984,17.41,CAP/BEP,,20,5,Très favorable,"En charge de la fabrication, de l'assemblage et de la réparation des composants électroniques tels que les bobines de transformateurs, les selfs, et autres composants inductifs; ce rôle nécessite une ",https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=H2608
Technicien / Technicienne énergie,industrie,technicien-technicienne-energie,H2701,34728,21.61,Bac+2 (BTS/DUT),770,3250,4,Favorable,"Surveille et régule à partir d'une salle de commande, une installation de production d'énergie ou de pétrochimie. Intervient selon les règles de sécurité, de sûreté, les normes environnementales et le",https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=H2701
Conducteur / Conductrice de bloc nucléaire,industrie,conducteur-conductrice-de-bloc-nucleaire,H2702,34728,21.61,Bac+5 (Master/Ingénieur),60,220,4,Favorable,"Le / La Conducteur(rice) de bloc nucléaire, joue un rôle crucial dans l'exploitation sûre des réacteurs nucléaires.\nSupervise et contrôle le fonctionnement des installations nucléaires pour garantir ",https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=H2702
Technicien / Technicienne de maintenance de batteries de véhicules électriques,industrie,technicien-technicienne-de-maintenance-de-batteries-de-vehicules-electriques,H2703,34728,21.61,,10,200,4,Favorable,Le Technicien Expert de Maintenance de Batteries de Véhicules Électriques réalise les opérations d’entretien et de maintenance préventives et correctives spécifiques aux batteries de de véhicules à pr,https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=H2703
Technicien démonteur / Technicienne démonteuse de batteries de véhicules électriques,industrie,technicien-demonteur-technicienne-demonteuse-de-batteries-de-vehicules-electriques,H2704,34728,21.61,,,60,4,Favorable,Le Technicien de démontage de batteries de Véhicules Électriques réalise les opérations de démontage et de stockage spécifiques aux batteries de véhicules à propulsion électrique partielle ou totale. ,https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=H2704
